,grade,male,preschool,expectBachelors,motherHS,motherWork,fatherHS,fatherWork,selfBornUS,motherBornUS,fatherBornUS,englishAtHome,computerForSchoolwork,read30MinsADay,minutesPerWeekEnglish,studentsInEnglish,schoolHasLibrary,publicSchool,urban,schoolSize,readingScore,American Indian/Alaska Native,Asian,Black,Hispanic,More than one race,Native Hawaiian/Other Pacific Islander,White
2863,10,1,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,250.0,24.0,1.0,1,0,899.0,359.76,0,0,0,0,0,0,1
2864,10,0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,250.0,30.0,1.0,1,0,316.0,547.01,0,0,0,0,1,0,0
2865,11,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,270.0,35.0,1.0,1,1,2085.0,593.05,0,1,0,0,0,0,0
2867,10,1,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,270.0,38.0,1.0,1,0,196.0,563.87,0,0,0,0,0,0,1
2870,10,0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,200.0,20.0,1.0,1,1,2532.0,647.42,0,0,1,0,0,0,0
2874,11,1,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,148.0,23.0,1.0,0,1,1212.0,567.23,0,0,0,0,0,0,1
2876,10,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,285.0,22.0,1.0,1,1,1619.0,618.66,0,0,1,0,0,0,0
2877,11,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,230.0,18.0,1.0,1,0,1828.0,484.33,0,0,0,0,0,0,1
2878,10,1,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,200.0,28.0,1.0,1,0,1900.0,501.26,0,0,0,1,0,0,0
2879,10,1,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,300.0,25.0,1.0,1,1,2255.0,407.86,0,0,0,0,0,0,1
2880,10,1,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,275.0,14.0,1.0,1,0,400.0,464.46,0,0,0,1,0,0,0
2884,10,1,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,180.0,25.0,1.0,1,0,1489.0,457.97,0,0,0,1,0,0,0
2886,10,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,325.0,20.0,1.0,1,0,2183.0,626.16,0,0,0,0,0,0,1
2888,10,0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,385.0,13.0,1.0,1,0,400.0,436.35,0,0,0,1,0,0,0
2889,11,1,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,360.0,40.0,0.0,1,1,626.0,485.94,0,0,0,0,0,1,0
2890,10,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,240.0,26.0,1.0,0,1,575.0,707.47,0,0,0,0,0,0,1
2891,10,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,300.0,29.0,1.0,1,0,1897.0,513.72,0,0,0,0,0,0,1
2892,10,0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,270.0,24.0,1.0,1,0,1471.0,444.13,0,0,0,0,0,0,1
2895,10,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,250.0,12.0,1.0,0,1,915.0,599.38,0,0,0,0,0,0,1
2898,10,1,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,270.0,15.0,1.0,1,0,389.0,599.14,0,0,0,0,0,0,1
2899,11,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,300.0,30.0,1.0,1,0,2041.0,693.02,0,0,0,0,0,0,1
2904,10,1,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,200.0,17.0,1.0,1,0,846.0,446.26,0,0,0,0,0,0,1
2905,10,0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,270.0,25.0,1.0,1,0,1680.0,609.76,0,1,0,0,0,0,0
2906,10,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,250.0,25.0,1.0,1,1,2162.0,551.36,0,0,0,0,1,0,0
2907,11,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,275.0,40.0,1.0,1,1,1763.0,424.62,0,0,0,1,0,0,0
2908,10,1,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,225.0,25.0,1.0,0,0,1064.0,400.65,0,0,0,0,0,0,1
2911,10,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,225.0,15.0,1.0,0,1,1212.0,573.01,0,0,0,0,0,0,1
2912,10,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,270.0,20.0,1.0,1,1,2999.0,593.21,0,0,0,0,0,0,1
2913,10,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,240.0,23.0,1.0,0,1,575.0,623.27,0,0,0,0,0,0,1
2915,9,1,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,300.0,25.0,1.0,1,0,3004.0,532.28,0,0,0,0,0,0,1
2917,10,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,180.0,34.0,1.0,1,1,2886.0,545.11,0,0,0,0,0,0,1
2919,10,0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,250.0,20.0,1.0,1,0,1250.0,530.88,0,0,0,0,0,0,1
2921,10,1,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,225.0,15.0,1.0,0,1,915.0,608.76,0,0,0,0,0,0,1
2922,11,1,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,200.0,25.0,1.0,0,1,398.0,534.12,0,0,0,0,0,1,0
2924,11,0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,240.0,20.0,1.0,1,0,1812.0,602.14,0,0,0,0,0,0,1
2925,10,0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,150.0,23.0,1.0,1,1,2144.0,339.43,0,0,0,1,0,0,0
2926,10,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,225.0,29.0,0.0,0,1,366.0,613.81,0,0,0,0,0,0,1
2930,11,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,200.0,24.0,1.0,1,0,1680.0,654.94,0,0,0,0,0,0,1
2931,10,0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,265.0,40.0,1.0,1,1,2085.0,502.28,0,0,0,0,1,0,0
2932,10,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,360.0,28.0,1.0,1,1,2886.0,551.53,0,0,0,1,0,0,0
2933,10,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,270.0,17.0,1.0,1,0,996.0,568.61,0,0,0,0,0,0,1
2934,10,0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,225.0,40.0,1.0,1,0,149.0,541.76,0,0,0,0,0,0,1
2935,10,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,290.0,20.0,1.0,1,0,2710.0,542.94,0,0,0,0,0,0,1
2936,11,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,275.0,27.0,1.0,1,0,1526.0,632.8,0,0,1,0,0,0,0
2940,10,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,250.0,30.0,1.0,1,1,2080.0,552.08,0,0,0,0,0,0,1
2943,10,1,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,255.0,35.0,1.0,1,1,2966.0,480.73,0,0,0,0,0,0,1
2944,10,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,250.0,30.0,1.0,1,0,1087.0,603.88,0,0,0,0,0,0,1
2947,11,0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,400.0,30.0,1.0,1,0,930.0,660.37,0,0,0,0,0,0,1
2948,10,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,400.0,20.0,1.0,1,0,1079.0,547.03,0,0,0,0,0,0,1
2949,11,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,275.0,20.0,1.0,1,0,690.0,618.58,0,0,0,0,0,0,1
2950,10,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,240.0,25.0,1.0,1,0,808.0,576.13,0,0,0,0,0,0,1
2952,10,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,240.0,20.0,1.0,1,0,1411.0,467.59,0,0,1,0,0,0,0
2953,10,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,250.0,12.0,1.0,0,1,915.0,609.76,0,0,0,1,0,0,0
2954,10,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,240.0,25.0,1.0,0,1,575.0,693.42,0,0,0,0,0,0,1
2956,10,0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,360.0,29.0,1.0,1,1,2942.0,452.71,0,0,0,1,0,0,0
2957,10,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,240.0,23.0,1.0,1,0,509.0,591.01,0,0,0,0,0,0,1
2958,10,0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,360.0,30.0,1.0,1,1,2886.0,409.02,0,0,0,1,0,0,0
2960,10,0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,261.0,27.0,1.0,1,1,1734.0,582.91,0,0,0,1,0,0,0
2961,11,0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,315.0,20.0,1.0,1,1,1640.0,666.48,0,0,0,1,0,0,0
2962,11,0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,240.0,33.0,1.0,0,1,570.0,437.7,0,0,0,1,0,0,0
2963,10,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,250.0,25.0,1.0,1,0,1733.0,605.55,0,0,0,0,0,0,1
2964,10,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,275.0,26.0,1.0,1,0,505.0,580.37,0,0,0,0,0,0,1
2966,10,0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,165.0,13.0,1.0,1,0,261.0,558.76,0,0,1,0,0,0,0
2967,10,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,275.0,25.0,1.0,1,0,2340.0,570.04,0,0,0,0,0,0,1
2968,10,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,225.0,20.0,1.0,1,1,2640.0,564.35,0,0,0,0,0,0,1
2969,10,1,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,225.0,20.0,0.0,1,1,991.0,486.59,0,0,0,0,0,0,1
2970,10,0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,350.0,20.0,1.0,1,0,300.0,369.93,1,0,0,0,0,0,0
2971,10,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,120.0,35.0,0.0,1,1,626.0,399.01,0,0,0,1,0,0,0
2975,10,0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,240.0,25.0,1.0,1,0,1087.0,484.25,0,0,0,0,0,0,1
2976,11,0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,250.0,18.0,1.0,1,0,1680.0,670.3,0,0,0,0,0,0,1
2977,10,0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,350.0,28.0,1.0,1,0,899.0,542.32,0,0,0,0,0,0,1
2981,10,0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,270.0,28.0,1.0,1,0,1680.0,533.02,0,0,0,0,0,0,1
2984,10,0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,270.0,23.0,1.0,1,0,389.0,364.45,0,0,0,0,0,0,1
2985,10,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,400.0,30.0,1.0,1,0,712.0,638.66,0,0,0,0,0,0,1
2987,10,0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,360.0,36.0,1.0,1,1,2942.0,552.72,0,0,0,1,0,0,0
2988,10,1,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,275.0,20.0,1.0,1,0,926.0,465.1,0,0,0,1,0,0,0
2989,9,0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,180.0,20.0,1.0,1,0,846.0,440.08,0,0,0,0,0,0,1
2992,11,0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,225.0,25.0,1.0,1,0,1610.0,479.32,0,0,0,1,0,0,0
2993,9,0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,252.0,26.0,1.0,1,1,914.0,482.1,0,0,1,0,0,0,0
2995,10,0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,255.0,35.0,1.0,1,1,1734.0,590.46,0,0,0,1,0,0,0
2997,10,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,270.0,20.0,1.0,1,0,1489.0,597.53,0,0,0,1,0,0,0
2998,11,1,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,280.0,40.0,1.0,1,1,3592.0,476.8,0,0,0,1,0,0,0
3000,10,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,180.0,20.0,1.0,1,0,996.0,507.67,0,0,0,0,0,0,1
3002,10,0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,275.0,30.0,1.0,1,1,2162.0,595.78,0,0,0,0,0,0,1
3003,11,0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,225.0,24.0,1.0,1,0,1610.0,605.95,0,0,0,0,0,0,1
3004,10,1,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,225.0,25.0,1.0,1,0,1327.0,364.65,0,0,0,0,0,0,1
3005,10,0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,300.0,25.0,1.0,1,1,1988.0,524.29,0,0,0,0,0,0,1
3008,11,0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,300.0,26.0,1.0,1,1,1046.0,573.54,0,0,0,0,0,0,1
3011,10,0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,200.0,18.0,1.0,1,1,2203.0,668.71,0,0,0,0,0,0,1
3012,10,0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,300.0,32.0,1.0,1,0,2340.0,539.46,0,1,0,0,0,0,0
3013,10,1,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,275.0,33.0,1.0,1,0,1347.0,414.76,0,0,0,1,0,0,0
3016,10,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,300.0,32.0,1.0,1,0,2340.0,462.7,0,0,0,0,0,0,1
3018,10,0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,360.0,25.0,1.0,1,0,2361.0,506.81,0,0,0,0,0,0,1
3020,10,1,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,225.0,15.0,1.0,1,0,854.0,339.0,0,0,0,0,0,0,1
3021,9,1,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,270.0,20.0,1.0,1,0,196.0,461.01,0,0,0,0,0,0,1
3022,10,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,300.0,20.0,1.0,1,0,1900.0,480.97,0,0,0,1,0,0,0
3023,10,1,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,225.0,30.0,1.0,1,0,276.0,463.18,0,0,0,0,0,0,1
3024,11,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,250.0,30.0,1.0,1,0,1692.0,730.27,0,0,0,0,1,0,0
3025,10,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,270.0,20.0,1.0,1,0,1680.0,571.56,0,0,0,0,0,0,1
3027,11,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,235.0,30.0,1.0,1,0,1250.0,547.96,0,0,0,0,0,0,1
3028,10,0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,255.0,25.0,1.0,0,1,570.0,540.49,0,1,0,0,0,0,0
3029,10,0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,330.0,30.0,1.0,1,0,2340.0,482.74,0,0,0,0,0,0,1
3031,10,1,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,225.0,20.0,1.0,1,1,1196.0,467.26,0,0,0,1,0,0,0
3033,10,1,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,225.0,28.0,1.0,1,0,1897.0,613.01,0,0,0,0,0,0,1
3036,11,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,275.0,30.0,1.0,1,1,1988.0,556.86,0,0,0,0,0,0,1
3038,10,1,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,200.0,20.0,1.0,0,1,398.0,477.45,0,0,0,1,0,0,0
3039,10,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,225.0,30.0,1.0,1,0,316.0,478.77,0,0,0,0,0,0,1
3041,10,0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,300.0,27.0,1.0,1,0,926.0,536.84,0,0,0,1,0,0,0
3042,11,0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,250.0,22.0,1.0,1,0,316.0,621.36,0,0,0,0,0,0,1
3043,10,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,275.0,22.0,1.0,1,0,1233.0,528.26,0,0,0,0,0,0,1
3044,11,1,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,225.0,20.0,1.0,1,0,636.0,580.22,0,0,0,0,0,0,1
3045,10,1,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,250.0,25.0,1.0,1,1,1763.0,482.02,0,0,0,1,0,0,0
3048,10,1,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,275.0,27.0,1.0,1,0,1526.0,588.24,0,0,0,0,0,0,1
3051,9,0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,250.0,20.0,1.0,1,0,846.0,643.13,0,1,0,0,0,0,0
3052,10,1,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,225.0,12.0,1.0,0,1,1212.0,454.36,0,0,0,0,0,0,1
3053,11,1,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,250.0,29.0,1.0,1,0,1692.0,482.42,0,0,0,0,1,0,0
3054,11,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,360.0,30.0,0.0,1,1,2162.0,444.66,0,1,0,0,0,0,0
3055,10,0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,225.0,30.0,1.0,1,0,889.0,363.5,0,0,0,1,0,0,0
3056,10,0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,236.0,20.0,1.0,1,0,2710.0,638.68,0,0,0,0,0,0,1
3059,10,0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,280.0,26.0,1.0,1,0,1064.0,557.89,0,0,0,0,0,0,1
3060,10,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,400.0,23.0,1.0,1,0,987.0,512.24,0,0,0,0,0,0,1
3064,10,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,200.0,20.0,1.0,0,1,398.0,480.09,0,0,0,1,0,0,0
3065,10,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,270.0,24.0,1.0,1,0,1680.0,624.22,0,0,0,0,0,0,1
3066,11,1,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,275.0,30.0,1.0,1,1,1046.0,609.8,0,0,0,0,0,0,1
3068,11,1,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,270.0,25.0,1.0,1,0,1680.0,613.81,0,0,0,0,0,0,1
3071,10,0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,225.0,25.0,1.0,1,0,1250.0,539.94,0,0,0,1,0,0,0
3073,9,0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,160.0,25.0,1.0,1,0,887.0,547.24,0,0,0,0,1,0,0
3074,9,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,300.0,23.0,1.0,1,0,2041.0,563.77,0,0,1,0,0,0,0
3075,10,1,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,225.0,24.0,1.0,1,0,1897.0,471.59,0,0,0,1,0,0,0
3076,10,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,250.0,20.0,1.0,1,0,400.0,432.55,0,0,0,0,0,0,1
3077,10,1,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,240.0,10.0,1.0,1,1,1110.0,369.54,0,0,0,1,0,0,0
3079,10,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,275.0,35.0,1.0,1,0,1692.0,682.13,0,0,0,0,0,0,1
3082,10,1,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,180.0,23.0,1.0,1,0,846.0,486.51,0,0,0,0,0,0,1
3083,10,0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,250.0,30.0,1.0,0,1,308.0,320.92,0,0,0,0,1,0,0
3085,10,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,300.0,18.0,1.0,1,0,690.0,698.42,0,0,0,0,0,0,1
3087,10,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,200.0,29.0,1.0,0,1,398.0,410.35,0,0,0,1,0,0,0
3090,11,0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,225.0,20.0,1.0,1,0,358.0,652.02,0,0,0,0,0,0,1
3092,10,1,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,225.0,27.0,1.0,1,1,1574.0,519.77,0,0,0,1,0,0,0
3096,10,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,250.0,30.0,1.0,1,0,2878.0,738.47,0,0,0,0,0,0,1
3098,10,0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,235.0,21.0,1.0,1,0,1828.0,311.15,0,0,0,0,0,0,1
3100,11,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,200.0,20.0,1.0,1,1,989.0,537.0,0,1,0,0,0,0,0
3101,10,0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,225.0,30.0,1.0,1,0,1380.0,473.13,0,0,0,0,0,0,1
3102,10,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,300.0,30.0,1.0,1,0,898.0,477.18,0,0,0,0,0,0,1
3106,10,0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,275.0,23.0,1.0,1,0,929.0,492.51,0,0,0,0,0,0,1
3108,10,0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,200.0,15.0,1.0,1,0,846.0,607.06,0,0,0,0,0,1,0
3109,10,1,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,250.0,18.0,1.0,1,1,1723.0,396.64,0,0,0,0,0,0,1
3110,10,1,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,250.0,36.0,1.0,1,0,505.0,424.05,0,0,0,1,0,0,0
